text,label
"How is WHO tackling the problem of lead and its effects on health?",medical
"How can I decontaminate myself?",medical
"My parents have hearing loss. What care should I take when speaking with them?",medical
"Why is it important to estimate the financial cost of female genital mutilation (FGM)?",medical
"Am I protected from yellow fever immediately following vaccination?",medical
"How does evidence-based approach work within health impact assessment?",medical
"Why is the population ageing?",medical
"Where have cases of MERS been identified?",medical
"What areas should be prioritized for disinfection in non-health care settings?",medical
"What care should be available during pregnancy and childbirth?",medical
"Can chemical weapons pose a threat to the food chain?",medical
"Processed meat was classified as carcinogenic to humans(Group 1). Tobacco smoking and asbestos are also both classified as carcinogenic to humans(Group 1). Does it mean that consumption of processed meat is as carcinogenic as tobacco smoking and asbestos?",medical
"Who is most at risk of severe illness from COVID-19?",medical
"What are the categories in the Zika virus country classification scheme?",medical
"I want to find out if I had COVID-19 in the past, what test could I take?",medical
"My team often stays together for the whole day. Must we introduce ourselves before every surgery?",medical
"Why are new standards needed?",medical
"Does WHO recommend thermal testing of people entering a workplace?",medical
"What additional special measures may be needed in the context of COVID-19?",medical
"Should I take iodized salt to protect myself from radiation?",medical
"What more can people and governments do to reduce the threat of antimalarial resistance in the GMS?",medical
"What are the characteristics of an ideal Zika vaccine?",medical
"I am a policy maker. What can I do to prevent and address violence against women during COVID-19?",medical
"What is the best contraceptive method to use during the COVID-19 pandemic?",medical
"Why does childhood overweight and obesity matter?",medical
"Why are the United States of America and other industrialized countries avoiding use of thiomersal in vaccines if there is no proven safety risk ?",medical
"How has WHO’s global action against NTDs evolved?",medical
"What does WHO recommend for tobacco users?",medical
"What treatment exists?",medical
"How can I register a trial?",medical
"What further support is available to countries developing national quality policy and strategy?",medical
"What is WHO doing to address FGM?",medical
"The right age to begin sexuality education is?",medical
"Red meat was classified as Group 2A, probably carcinogenic to humans. What does this mean exactly?",medical
"What is a pulse oximeter and how is it used?",medical
"How do people become infected with the Ebola virus?",medical
"Does this mean that cannabis-related substances should be available for medical use?",medical
"3. Détermination de nouveaux objectifs de gestion des expositions au plomb. Synthèse et recommandations. Paris: Haut Conseil de la santé publique; 2014 (http://www.hcsp.fr/explore.cgi/avisrapportsdomaine?",medical
"Are there any changes to WHO guidance with respect to malaria diagnosis and treatment?",medical
"What are the effects of exposure to mustard gas?",medical
"What are soil-transmitted helminths (STH)?",medical
"Can I get sick with COVID-19 from drinking water?",medical
"Water, sanitation and hygiene (WASH): How does safe water impact global health?",medical
"Are there other explanations for microcephaly and Guillain-Barré syndrome?",medical
"How does this link to countries’ national health planning processes?",medical
"Swedish: Vad är elektromagnetiska falt?",medical
"Does the BCG vaccine protect people from COVID-19?",medical
"What key measures to protect against COVID-19 should be undertaken in ALL workplaces?",medical
"Where does WHO get its funding for crises?",medical
"Why should food be fortified?",medical
"What is the Task Force doing to fulfill its mandate?",medical
"Where can I get more information?",medical
"Next steps - What are the Meningitis Vaccine Project's next steps?",medical
"Could I be screened when I exit or arrive at my destination?",medical
"How many experts were involved in the evaluation?",medical
"What is the scope of the HGE Registry?",medical
"How does genomics relate to global inequality?",medical
"If I am asked to take a COVID-19 test at my destination, how much will it cost?",medical
"Which organizations have policies on clinical trial registration?",medical
"Does WHO recommend a specific caesarean section rate at hospital level?",medical
"How can Guinea-worm disease be prevented?",medical
"Why has WHO undertaken the Attacks on Health Care initiative?",medical
"Can manufacturers afford to implement GMP?",medical
""There is no convincing evidence for an adverse health effect of electromagnetic fields" or "A cause-effect link between electromagnetic fields and cancer has not been confirmed" are typical of the conclusions that have been reached by expert committees that have examined the issue. This sounds as if science wanted to avoid giving an answer. Then why should research continue if scientists have already shown that there is no effect?",medical
"What is the treatment against leishmaniasis?",medical
"Does WHO have partnerships with non-UN organizations?",medical
"Is it a WHO or a South African initiative?",medical
"How can programmes assure continued access to HIV services?",medical
"Is it safe to travel to areas reporting human cases of avian influenza?",medical
"What health care access does WHO recommend for refugees and migrants?",medical
"What is the potential impact of COVID-19 pandemic on essential tuberculosis services?",medical
"What is AWaRe?",medical
"Which vaccines contain thiomersal ?",medical
"How do I reach out to others for help when caring for someone with dementia?",medical
"What is meant by attributable disease burden?",medical
"Can I take other forms of iodine?",medical
"Who is paying for the work of the Task Force?",medical
"What additional measures should be taken at workplaces and for jobs at high risk?",medical
"If I think I have STH, how do I treat them?",medical
"How common are autism spectrum disorders?",medical
"How is diphtheria spread?",medical
"How can these violations be prevented?",medical
"What are examples around urbanization?",medical
"What is WHO's role in the process of the Intergovernmental Negotiating Committee to prepare a global legally binding instrument on mercury (INC) ?",medical
"How soon can a vaccine against Covid-19 be assessed under the EUL?",medical
"Why does the scheme only take into consideration the presence in a country of the Aedes aegypti mosquito and not of other mosquitoes?",medical
"WHO is committed to improve understanding of progress towards financial protection by tracking how many people incur financial hardship, why, where, when and characterize who they are?",medical
"Can someone be infected with MERS-CoV and not be ill?",medical
"Which vaccines do not contain thiomersal ?",medical
"What is the additional value of the EML antibiotic book?",medical
"When is the ECDD expected to make its recommendations on the scheduling of cannabis?",medical
"Vaccines and immunization: What is vaccination?",medical
"What measures should be in place to protect staff working in tuberculosis laboratories and healthcare facilities, and community health workers, from COVID-19 infection?",medical
"What is antimicrobial resistance?",medical
"How to register a trial?",medical
"What does gender have to do with the health targets of the Sustainable Development Goals (SDGs)?",medical
"What is the WHO travel advice for Japan?",medical
"What are the effects of UV on the eye?",medical
"Who is the vector of Chagas disease?",medical
"Can countries afford it?",medical
"Where and in what formats will the EML antibiotic book be made available?",medical
"Does it occur naturally?",medical
"What is partial artemisinin resistance and how is it identified?",medical
"What is WHO’s role in this field?",medical
"What are the health impacts of food fortification?",medical
"What is the source of these recommendations?",medical
"Q: What is neonatal intensive care?",medical
"How can new vaccines have an impact?",medical
"What happens to people who get COVID-19?",medical
"What is WHO’s role within the humanitarian framework?",medical
"What should I do if I suspect I have dengue?",medical
"How can I successfully implement the Checklist in my hospital?",medical
"What process did the WHO follow to calculate the estimates?",medical
"What are the early indications of age related hearing loss (presbycusis)?",medical
"What are the health problems caused by STH?",medical
"What evidence/data will WHO use to argue for fairness in pricing?",medical
"How does UV effect the immune system?",medical
"My hospital is quite large, with many operating rooms. How can I implement a checklist in this environment?",medical
"What are attacks on health care?",medical
"What is a Primary Registry?",medical
"What are examples from the transport sector?",medical
"What is smallpox?",medical
"What happens once a vaccine is available?",medical
"How is the EML antibiotic book integrated with other WHO activities?",medical
"What is the relationship between Zika and microcephaly and Guillain-Barré syndrome?",medical
"What is intersectionality and why does it matter to gender and health?",medical
"What is the Attacks on Health Care Initiative?",medical
"Italian: Cosa sono i campi elettromagnetici?",medical
"What are the symptoms of the diseases?",medical
"What is gender?",medical
"What is WHO doing to address the public health implications of the large influxes of refugees and migrants into the European Region?",medical
"What are the acute health effects of radiation exposure?",medical
"Why did WHO stop clinical trials on hydroxychloroquine as a treatment for COVID-19?",medical
"Why is the safety factor for occupational exposure guidelines lower than for the general public?",medical
"Can antiretrovirals be used to prevent COVID-19 infection?",medical
"What is Middle East respiratory syndrome (MERS)?",medical
"Does WHO have evidence that using the Checklist has any benefit?",medical
"What is the SDG Health Price Tag?",medical
"Where does Zika virus occur?",medical
"What is the role of WHO in crises?",medical
"How is the research and development process being accelerated without compromising safety?",medical
"Can women transmit Zika virus to their fetuses during pregnancy or childbirth?",medical
"What is 'One Health'?",medical
"How do I get soil-transmitted helminths (STH)?",medical
"What needs to be done/addressed/changed/improved so that all children grow well according to these standards?",medical
"So what should my country spend on health?",medical
"How do people catch Zika virus?",medical
"How would I know if a chemical had been released?",medical
"A. HPV as the primary screening test is positive, and when acetic acid is placed on the cervix to determine treatment eligibility no lesion is seen, but the transformation zone (TZ) is incompletely visualized?",medical
"How early can an autism spectrum disorder be recognized in children?",medical
"Up to what age can a baby stay well nourished by just being breastfed?",medical
"How can violence against children be prevented?",medical
"What is the Global Health Workforce Alliance (The Alliance)?",medical
"Is contraception/ family planning safe to use during the COVID-19 pandemic?",medical
"Should tetanus immunizations be given to survivors with injuries in emergency situations?",medical
"Are public systems for disinfecting individuals such as spraying via tunnel or chambers safe to use?",medical
"What is the difference between different forms of oxygen therapy and delivery?",medical
"Funding shortfalls and cost-savings: What are the expected cost savings due to introduction of this new vaccine?",medical
"What is a preterm baby?",medical
"As a smoker, am I likely to get more severe symptoms if infected?",medical
"My hospital is very busy. Won’t the Checklist just waste time and make our operating theatres less efficient?",medical
"What are the reasons behind attacks on health care?",medical
"What can I do to avoid a heart attack or a stroke?",medical
"What does it mean when a wastewater sample tests positive for SARS-CoV-2?",medical
"Are there other consequences for development, beyond human health?",medical
"Can adolescents catch COVID-19?",medical
"Can adolescents spread COVID-19 to other people even if they have mild or no symptoms?",medical
"Since there are few known cases of adolescents getting seriously ill with COVID-19, should I go to a health facility if I develop symptoms of the disease?",medical
"What should I do if someone in my family gets really ill with COVID-19?",medical
"I was due to get vaccinated for HPV, meningitis or tetanus, but immunization services have been disrupted. Should I be concerned?",medical
"I am on medication for a chronic health condition. Should I change anything?",medical
"I am bored having to spend so much time at home. Since I am very unlikely to get severely ill even if I was to get COVID-19, why is it important that I follow the guidelines to prevent transmission such as keeping physical distance from other people?",medical
"Some of my friends are not sticking to the rules about physical distancing. What should I do?",medical
"I know there is a risk of getting COVID-19, but can I still play sports?",medical
"COVID-19 makes me really anxious. I feel worried and at times have difficulty coping with stress. What should I do?",medical
"COVID-19 is everywhere in the news, and I am finding it difficult to know what is true and what is false. What should I do?",medical
"Schools are reopening in some areas of my country. Is it safe to go back to school?",medical
"What should I do if I missed out on my education due to the COVID-19 pandemic?",medical
"Should I wear a mask at school or when playing sports?",medical
"I am spending much more time online in social media, playing games and studying. Should I be worried about this?",medical
"I heard I can be hurt by online contacts. What are my risks and how I can protect myself online.",medical
"Since my parents stopped going out to work, they have been arguing with each other much more, and in some instances, I have seen one parent harm or hurt the other either verbally or physically. I don't feel safe at home. What should I do?",medical
"Is it safe to have sex at this time?",medical
"I don't like the way someone touches me at home and we are both at home all the time because of the pandemic. What should I do?",medical
"When will this pandemic end so things can go back to normal?",medical
"I feel like my future has been affected. I am not able to apply for the jobs I wanted, and now that I have a new job I find it hard to be noticed when remote working",medical
"What can we do so that other diseases like COVID-19 do not affect us in future?",medical
"Can COVID-19 be passed through breastfeeding?",medical
"In communities where COVID-19 is prevalent, should mothers breastfeed?",medical
"Following delivery, should a baby still be immediately placed skin-to-skin and breastfed if the mother is confirmed or suspected to have COVID-19?",medical
"Can women with confirmed or suspected COVID-19 breastfeed?",medical
"If a mother confirmed or suspected to have COVID-19 does not have a medical face mask should she still breastfeed?",medical
"I have confirmed or suspected COVID-19 and am too unwell to breastfeed my baby directly. What can I do?",medical
"I had confirmed or suspected COVID-19 and was unable to breastfeed, when can I start to breastfeed again?",medical
"I have confirmed or suspected COVID-19, is it safer to give my baby infant formula milk?",medical
"Can a breastfeeding woman get vaccinated against COVID-19?",medical
"I have COVID-19, should I be prescribed this monoclonal antibody therapy?",medical
"How is this monoclonal antibody therapy administered and what is the dosage?",medical
"Is this monoclonal antibody therapy suitable for anyone with COVID-19?",medical
"How does this monoclonal antibody therapy act?",medical
"Are there any side effects? Interactions with other drugs?",medical
"Do patients receiving the monoclonal antibody therapy need monitoring?",medical
"How expensive is this drug? Is it widely available?",medical
"Should children wear a mask?",medical
"Are there situations where children aged 5 years and under may wear or be required to wear a mask?",medical
"Should children with developmental disabilities wear masks?",medical
"Should children who have health issues or a medical condition that compromises their immune system wear a mask?",medical
"What type of mask should children wear?",medical
"How should children wear a mask?",medical
"Should a child wear a mask at home?",medical
"Should teachers or other adults working with children wear a mask?",medical
"Should children wear a mask when playing sports or doing physical activities?",medical
"Are there alternatives to fabric masks such as face shields?",medical
"Where can I find the latest information on COVID-19?",medical
"Do weather and climate determine where COVID-19 occurs?",medical
"Will climate change make COVID-19 worse?",medical
"Have measures to contain COVID-19 reduced air pollution and emissions of greenhouse gases?",medical
"How does water scarcity affect infectious diseases like COVID-19?",medical
"What can the global response to COVID-19 teach us about our response to climate change?",medical
"What is contact tracing?",medical
"Can contact tracing help in controlling spread of the virus?",medical
"Does contact tracing still work against new variants of the COVID-19 virus ?",medical
"How do I know if I'm a contact? What should I do if I am?",medical
"How is digital proximity tracing data stored and protected?",medical
"What is quarantine? And how is it different from isolation?",medical
"How do I manage quarantine and how do I take care of myself during quarantine?",medical
"What can I do as an individual to support contact tracing measures in my community?",medical
"If I'm travelling outside my country, do I need to provide accurate information to contact tracing personnel at the airport or at my destination? What if I'm concerned about how my private information is going to be used?",medical
"I can't access my contraceptive method of choice. What do you advise?",medical
"I want to change my contraceptive method - is this possible?",medical
"I want to remove or replace my implant or IUD - can I do this during COVID-19 pandemic?",medical
"Are COVID-19 vaccines safe for people living with HIV?",medical
"Do COVID-19 vaccines provide protection for people living with HIV?",medical
"Should people living with HIV get vaccines early in the roll out?",medical
"What can WHO and the world do to support people living with HIV to live a healthy life?",medical
"I have COVID-19, should I be prescribed corticosteroids like dexamethasone?",medical
"What is dexamethasone and does it work against COVID-19?",medical
"How are corticosteroids administered and what is the dosage?",medical
"Were all patients in RECOVERY given dexamethasone?",medical
"Are corticosteroids suitable for anyone with COVID-19?",medical
"How do corticosteroids work?",medical
"Do corticosteroids have side effects?",medical
"Is dexamethasone prequalified by WHO?",medical
"Do patients receiving corticosteroids need monitoring?",medical
"What dose was used in the Recovery trial?",medical
"How expensive are corticosteroids? Are they widely available?",medical
"What are the typical side effects of dexamethasone?",medical
"Can steroids be used in the elderly/children/pregnancy?",medical
"Is dexamethasone available across the world?",medical
"Is dexamethasone affordable/what is the price per treatment?",medical
"Are there any import restrictions?",medical
"What are the risks of Substandard or Falsified (SF) products?",medical
"Can I adapt previous frameworks for pandemic influenza to guide resource allocation for COVID-19?",medical
"Are the ethical considerations the same for all medical countermeasures, including therapeutics, vaccines and personal protective equipment (PPE)?",medical
"What is the basis for deciding who should have priority access to scarce resources?",medical
"How should decision-makers make considered ethical judgements about these matters, given the likelihood that there will not be enough of a resource? Who should be involved in decision-making on scarce resources?",medical
"What are the key ethical considerations that governments, vaccine manufacturers and funders should take into account to ensure a fair distribution of vaccines globally?",medical
"What conclusions can we draw about the fair allocation of scarce resources within countries during the COVID-19 outbreak?",medical
"How can food businesses remain safe from virus contamination?",medical
"Should grocery store workers wear gloves? Masks?",medical
"What is the protocol when an employee working in a food business becomes ill with COVID-19?",medical
"When can an employee return to work following illness? Are temperature checks appropriate?",medical
"What specific precautions do food workers need to take?",medical
"How should employees maintain safe distance from one another during food production and processing?",medical
"How should baked goods and fresh produce be displayed in a food market/grocery store?",medical
"How should shopping trolleys or carts be disinfected?",medical
"What is the most appropriate sanitizer to use on surfaces in a food production environment?",medical
"Could the virus be transmitted from humans to food animals or vice versa?",medical
"What is known about various conditions affecting survivability of the virus?",medical
"What measures should be taken to ensure safe transport of food during this pandemic?",medical
"What measures should be taken to ensure safe water is used in food production during this pandemic?",medical
"How should food premises be cleaned/disinfected during this pandemic?",medical
"Can I get COVID-19 from eating fresh foods, like fruits and vegetables?",medical
"How should I wash fruits and vegetables in the time of COVID-19?",medical
"Can the virus that causes COVID-19 live on the surface of food packaging?",medical
"Can the virus that causes COVID-19 be transmitted through the consumption of cooked foods, including animal products?",medical
"Is it safe to go to grocery stores and other food markets?",medical
"Is it safe to have groceries delivered?",medical
"What is the best household disinfectant for surfaces?",medical
"What foods should be consumed to support the immune system?",medical
"Can micronutrient (vitamin and mineral) supplements prevent COVID-19 in healthy individuals or cure it in those with COVID-19 disease?",medical
"Are vitamin D supplements needed if individuals are not exposed to sunlight due to lockdowns?",medical
"Are there any herbal teas or herbal supplements that may help prevent or cure COVID-19?",medical
"Can probiotics help prevent COVID-19?",medical
"Can eating ginger help prevent COVID-19?",medical
"Can eating garlic help prevent COVID-19?",medical
"Can adding pepper to your soup or other meals help prevent or cure COVID-19?",medical
"How should imported foods from countries with high prevalence of COVID-19 be treated?",medical
"Do food inspectors need to wear any protective equipment?",medical
"What do food inspectors need to consider when reopening a food business when the pandemic is over?",medical
"What are the lab protocols for identifying the virus in food? On surfaces?",medical
"Is quarantine necessary for live animals imported from countries experiencing a large numbers of COVID-19 cases?",medical
"How do we ensure the food supply chain remains intact to prevent food shortages?",medical
"Can I get COVID-19 from food?",medical
"Can the virus live on the surface of foods (including fruits and vegetables, frozen foods, pre-packaged foods)?",medical
"How to wash fruits and vegetables? Just with water, or something else?",medical
"Can the virus live on the surface of food packaging? How long? Is it necessary to disinfect?",medical
"How long is it to cook food? To what temperature to kill the virus?",medical
"What precautions should consumers take in grocery stores?",medical
"Is food/grocery delivery safe?",medical
"What is the best household disinfectant for surfaces?",medical
"Is it still safe to go to food markets? Animal markets? Wet markets?",medical
"What is 'herd immunity'?",medical
"What is WHO's position on 'herd immunity' as a way of fighting COVID-19?",medical
"What do we know about immunity from COVID-19?",medical
"What is WHO's position on lockdowns as a way of fighting COVID-19?",medical
"What is WHO's position on the use of antiretrovirals for the treatment or prevention of COVID-19?",medical
"Someone in my household tested positive for COVID-19. Is it safe to care for them at home?",medical
"Someone in my household tested positive for COVID-19. They have very mild symptoms, and our doctor says it is safe for me to care for them at home. What should I do to keep myself and others in the household healthy?",medical
"Our healthcare provider has recommended that I use a pulse oximeter as part of the care I am providing at home to a COVID-19 patient. What is a pulse oximeter and what does it do?",medical
"What should I do if the symptoms of the person with COVID-19 infection in my care seem to be getting worse?",medical
"How long does the person with COVID-19 infection need to stay in isolation?",medical
"Someone in my household has COVID-19. Do other people in the household need to isolate?",medical
"If I have been vaccinated against COVID-19, can I safely care for someone with COVID-19 infection without risk?",medical
"When should a patient with COVID-19 be cared for at home?",medical
"What factors determine whether a COVID-19 patient can be cared for at home?",medical
"What additional factors should be taken into consideration when assessing the home setting to determine if it is safe for patients and families to remain at home?",medical
"What precautions should health workers take when providing care to patients in home settings?",medical
"Could pregnant women be cared for at home if they have COVID-19?",medical
"Can children be cared for at home if they have COVID-19?",medical
"How does COVID-19 spread between people?",medical
"When do infected people transmit the virus?",medical
"What is the difference between people who are asymptomatic or pre-symptomatic? Dont they both mean someone without symptoms?",medical
"Are there certain settings where COVID-19 can spread more easily?",medical
"How can I reduce my risk of getting COVID-19?",medical
"What is WHO's position on the use of chloroquine and hydroxychloroquine in the context of the COVID-19 response?",medical
"What is WHO's position on the use of Artemisia plant material for the prevention or treatment of malaria and/or COVID-19?",medical
"Why should people wear masks?",medical
"What kind of mask should the public wear?",medical
"When should masks be worn by the public?",medical
"When should health workers wear a respirator in the context of COVID-19?",medical
"What is the difference between medical masks and respirators, like N95s?",medical
"How do I choose what fabric mask to buy, or ideal fit and fabrics if I make my own?",medical
"When should health workers wear a mask in the context of COVID-19?",medical
"How should I wear and clean a fabric mask?",medical
"How should I put on, wear and take off a medical mask?",medical
"Should I wear a mask while exercising?",medical
"How large does a meeting or event need to be in order to be a 'mass gathering'?",medical
"Does WHO recommend that all international mass gatherings be cancelled because of COVID-19?",medical
"What factors should organizers and health authorities look at when assessing whether the risks are acceptable or not?",medical
"What if my organization does not have the expertise to assess the risks COVID-19 poses for our planned mass gathering?",medical
"If we go ahead with an international mass gathering, what can we do to reduce the risk of participants catching COVID-19?",medical
"Where can I find more advice on assessing and managing health risks around international mass gatherings?",medical
"What should be the criteria for excluding an athlete or other accredited participant from competing?",medical
"Should event organizers arrange screening at venues beyond national government requirements for point of entry (PoE)?",medical
"Should event organizers provide COVID-19 testing?",medical
"Are there additional safeguards event organizers can implement or recommend to athletes/officials/visitors in the context of COVID-19?",medical
"What are the risks arising from public transport to the venue(s)?",medical
"What is post COVID-19 condition?",medical
"How is post COVID-19 condition defined?",medical
"What are common symptoms of post COVID-19 condition (AKA long COVID)?",medical
"What should I do if I had COVID-19 and am experiencing symptoms and effects like those described as post COVID-19 condition?",medical
"Who is most at risk of developing post COVID-19 condition?",medical
"When do symptoms of post COVID-19 condition occur?",medical
"If I had a confirmed case of COVID-19 and Im still experiencing symptoms, how long would it take before I could be diagnosed with post COVID-19 condition?",medical
"How long does post COVID-19 condition last?",medical
"What can I do to protect myself against post COVID-19 condition?",medical
"Does getting vaccinated prevent post COVID-19 condition?",medical
"If I have post COVID-19 condition, can I give it to others?",medical
"Im pregnant. How can I protect myself against COVID-19?",medical
"How is COVID-19 transmitted?",medical
"Who is at risk of developing severe disease?",medical
"Is there a vaccine, drug or treatment for COVID-19?",medical
"What can older people do to prepare for COVID-19 in their community?",medical
"How can I keep healthy on a daily basis during the COVID-19 pandemic?",medical
"What should I do if I have symptoms of COVID-19?",medical
"I have recently lost someone I care about. What advice do you have to help me cope?",medical
"What precautions are necessary when visiting someone in a health and/or long-term care facility?",medical
"Are children at lower risk of COVID-19 than adults?",medical
"What is the role of children in transmission?",medical
"Should children with underlying health conditions (asthma, diabetes, obesity) return to school?",medical
"Should teachers and other staff with underlying health conditions return to school?",medical
"What is the incubation period for children?",medical
"What should be considered when deciding whether to re-open schools or keep them open?",medical
"What benefits would school re-opening provide?",medical
"What are the prevention and control measures to be prepared and put in place in schools?",medical
"Checklist for parents/caregivers and community members",medical
"Checklist for students and children",medical
"What are the risks during transportation to and from schools?",medical
"Does WHO recommend staff and children to wear masks at school? And if yes, what type of masks?",medical
"Are there any specific recommendations on school ventilation and air conditioning use?",medical
"What should be monitored after re-opening of school?",medical
"What is serology?",medical
"What is the difference between molecular testing and serologic testing?",medical
"What is the purpose of serologic testing?",medical
"Does the presence of antibodies mean that a person is immune?",medical
"Can people who have had SARS-CoV-2 infection be re-infected?",medical
"What are the results of seroprevalence studies published to date?",medical
"What is herd immunity?",medical
"How are COVID-19 and influenza viruses similar?",medical
"How are COVID-19 and influenza viruses different?",medical
"If I have had my flu shot, do I also need the COVID-19 vaccine?",medical
"Can someone be infected with COVID-19 and influenza at the same time?",medical
"How can I protect myself against COVID-19 and influenza?",medical
"Why was the use of hydroxychloroquine stopped in the Solidarity Trial?",medical
"What will happen to the people who were already enrolled in the hydroxychloroquine arm of the trial?",medical
"What is WHO's view of the use of hydroxychloroquine in pre or post-exposure prophylaxis?",medical
"What is the Solidarity Trial?",medical
"What is physical activity?",medical
"Why do we need it?",medical
"How much physical activity is recommended?",medical
"So how do I stay safe while exercising in COVID-19?",medical
"How do I stay active in and around the home?",medical
"What precautions should everyone take in a hotel or other accommodation establishment?",medical
"Are pools and water areas safe to use?",medical
"Are there precautions to take while eating in a restaurant?",medical
"Is it safe to use fans or air conditioning in an accommodation?",medical
"Can you get the virus from people who were in the room previous to you?",medical
"What should travellers do if they get sick while at an accommodation facility?",medical
"I have COVID-19, should I be prescribed IL-6 receptor blockers?",medical
"How are IL-6 receptor blockers administered?",medical
"Are IL-6 receptor blockers suitable for anyone with COVID-19?",medical
"How do IL-6 receptor blockers act?",medical
"Do IL-6 receptor blockers have side effects?",medical
"Do patients receiving IL-6 receptor blockers need monitoring?",medical
"How expensive are IL-6 receptor blockers? Are they widely available?",medical
"What is meant by 'essential travel'?",medical
"As safe and effective vaccines for COVID-19 are approved, who should be the first to receive them?",medical
"What is WHO doing to ensure that COVID-19 vaccines will be allocated fairly?",medical
"How is WHO helping countries prepare for COVID-19 vaccines rollouts?",medical
"What are human challenge studies? What is WHO's view on these studies?",medical
"What vaccines are there against COVID-19?",medical
"What are the benefits of getting vaccinated?",medical
"Who should get vaccinated against COVID-19?",medical
"Who should not be vaccinated against COVID-19?",medical
"Should I be vaccinated if I have had COVID-19?",medical
"Which COVID-19 vaccine should I get?",medical
"How quickly could COVID-19 vaccines stop the pandemic?",medical
"What is the difference between the immunity you develop from getting COVID-19 and immunity from getting a COVID-19 vaccine?",medical
"Do the COVID-19 vaccines protect against virus variants?",medical
"What types of COVID-19 vaccines are there? How do they work?",medical
"Can I have the second or third dose with a different vaccine than the first dose?",medical
"What are the side effects of COVID-19 vaccines?",medical
"Does having side effects mean that the vaccine is working? What does having no side effects mean?",medical
"What should I do if I think my side effects are unusual?",medical
"Is there a link between COVID-19 vaccines and allergic reactions?",medical
"What happens if a serious adverse event is reported after vaccination?",medical
"Can I still get COVID-19 after I have been vaccinated?",medical
"Does being vaccinated stop me from infecting other people with COVID-19?",medical
"Can I stop taking precautions after being vaccinated?",medical
"How long does protection from COVID-19 vaccines last?",medical
"Who needs an additional dose of COVID-19 vaccines?",medical
"Do I need a booster dose of COVID-19 vaccine?",medical
"Can the COVID-19 vaccine cause a positive test result for the disease, such as for a PCR or antigen test?",medical
"Once I have been vaccinated, can I safely travel internationally?",medical
"Is it safe for me to take antibiotics after the vaccine?",medical
"Is it safe to drink alcohol after getting a COVID-19 vaccine?",medical
"Can children and adolescents get vaccinated against COVID-19?",medical
"Can I get vaccinated against COVID-19 if I am pregnant?",medical
"Should I get vaccinated if I want to have a baby in the future?",medical
"Should I get vaccinated against COVID-19 if I am breastfeeding?",medical
"Is it safe to get vaccinated if I am menstruating?",medical
"Could getting vaccinated against COVID-19 disrupt my menstrual cycle?",medical
"How does WHO support to access COVID-19 vaccines?",medical
"Are COVID-19 vaccines safe for people living with HIV?",medical
"Do COVID-19 vaccines provide protection for people living with HIV?",medical
"Should people living with HIV get vaccines early in the roll out?",medical
"What can people living with HIV do today to support their health?",medical
"How do we know that COVID-19 vaccines are safe?",medical
"How does WHO ensure that COVID-19 vaccines are safe and effective?",medical
"What systems are in place to monitor vaccine safety?",medical
"How will WHO inform the public about suspected or confirmed serious adverse events related to COVID-19 vaccines?",medical
"Under what circumstances should a COVID-19 vaccine be recalled?",medical
"What are the side effects of COVID-19 vaccines?",medical
"Does having side effects mean that the vaccine is working? What does having no side effects mean?",medical
"What should I do if I think my side effects are unusual?",medical
"Is there a link between COVID-19 vaccines and allergic reactions?",medical
"What happens if a serious adverse event is reported after vaccination?",medical
"Is it safe to mix-and-match different COVID-19 vaccines?",medical
"Should women who are on their periods take the COVID-19 vaccine?",medical
"Are mRNA vaccines safe? If they're based on new technology, how can we be sure?",medical
"Is there a risk of heart inflammation (myocarditis or pericarditis) from mRNA COVID-19 vaccines?",medical
"Do the COVID-19 Astra Zeneca and Johnson & Johnson/Janssen vaccines cause blood clots?",medical
"Do the AstraZeneca and Johnson & Johnson/Janssen COVID-19 vaccines cause Guillain-Barré syndrome?",medical
"1. What are variants of SARS-COV-2, the virus that causes COVID-19?",medical
"2. What is the difference between a variant of interest and a variant of concern?",medical
"3. How do variants of SARS-CoV-2, the virus that causes COVID-19, get their names?",medical
"4. What is the Omicron variant?",medical
"5. What makes the Omicron variant different from other variants?",medical
"6. What is being done to understand more about the Omicron variant?",medical
"7.  What is the Delta variant?",medical
"8. What can I do to protect myself from variants?",medical
"9. How can we stop new variants from emerging?",medical
"10. Are the variants more likely to cause infection, disease and death in people who are already vaccinated?",medical
"11. What is the difference between a 'mutation' and a 'variant'?",medical
"What is ventilation and how can it prevent COVID-19 from spreading?",medical
"How do I improve ventilation in my home or workplace?",medical
"Will an air conditioner provide good ventilation?",medical
"How can I improve heating and air conditioning systems at home?",medical
"Can fans be used safely inside?",medical
"How can I improve ventilation at home if someone is sick with the virus that causes COVID-19?",medical
"Is it safe for me to have visitors in my home if I have good ventilation?",medical
"Do portable air filters provide ventilation?",medical
"Does mosquito screening impact ventilation?",medical
"How can I improve ventilation in a car or vehicle?",medical
"What is WHO doing to address ventilation in the context of COVID-19?",medical
"What does it mean to say a virus mutates or changes?",medical
"Should I be concerned about SARS-CoV-2 changing?",medical
"What is WHO doing to monitor and understand the changes in SARS-CoV-2?",medical
"How does SARS-CoV-2 change when it infects animals, and what are the implications?",medical
"What can staff do to stay safe while working at a hotel or other accommodation establishment?",medical
"Should staff wear a mask while working?",medical
"What should staff do if a guest becomes sick at an accommodation establishment?",medical
"What should staff do if they have symptoms?",medical
"How can I submit for EUL assessment?",medical
"What are the EUL timelines?",medical
